id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
6696517,09016337110000021000000000S4,BODEGAS EXTERNAS DEL HOSPITAL A B C,HOSPITAL ABC SA DE CV,622111,Hospitales generales del sector privado,0 a 5 personas,CALLE,SUR 138,CALLE,PONIENTE 75-A,CALLE,PONIENTE 75,CALLE,SUR 140,43.0,,,,,,COLONIA,16 DE SEPTIEMBRE,,,,11810.0,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1090,2,,,,Fijo,19.40274976,-99.20497715,2016-01
9804537,09016622311000322000000000M4,BRAIN CONECCTION,BRAIN CONECCTION SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,6 a 10 personas,CALLE,SOCRATES,AVENIDA,EJERCITO NACIONAL MEXICANO,AVENIDA,HOMERO,CALLE,SOFOCLES,141.0,,SOCRATES 141,PISO 1,5.0,B,COLONIA,POLANCO II SECCION,EDIFICIO COMERCIAL Y DE SERVICIOS,SOCRATES 141,5A,11530.0,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,0637,8,,BRAINCONECCTION.MX@OUTLOOK.COM,,Fijo,19.43711024,-99.20394681,2024-11
9425550,09014622111000386000000000U8,C. SALUD T-III MIXCOAC,C. SALUD T-III MIXCOAC ,622112,Hospitales generales del sector público,101 a 250 personas,CALLE,REMBRANDT,CALLE,JUAN A. INGRES,CALLE,MIGUEL ANGEL BUONARROTI,CALLE,JUAN A. INGRES,32.0,,,,0.0,,COLONIA,NONOALCO,,,,3700.0,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez                                                                                                 ,0543,3,,HPUGA@SERSALUD.CDMX.GOB.MX,,Fijo,19.38120115,-99.18888292,2023-11
774072,09016622111000244001000000U4,CASA ALEJANDRO Y LILI SALTIEL,ASOCIACION DE ASISTENCIA PRIVADA OSE ORGANICACION DE SERVICIOS A ENFERMOS I.A.P SC,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,GOBERNADOR IGNACIO ESTEVA,CALLE,GOBERNADOR GREGORIO V GELATI,CALLE,GOBERNADOR RAFAEL REBOLLAR,CALLE,GENERAL JUAN CANO,81.0,,,,,,COLONIA,SAN MIGUEL CHAPULTEPEC,,,,11850.0,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1160,16,,JAIME@CLINICAOSE.ORR.MX,WWW.CLINICAOSE.ORG.MX,Fijo,19.41139372,-99.18650682,2010-07
9010680,09014622211000023000052427M5,CASA SUR COMUNIDAD TERAPEUTICA,CASA SUR COMUNIDAD TERAPEUTICA SC,622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado,11 a 30 personas,CALLE,MITLA,CALLE,TORRES ADALID,CALLE,CONCEPCION BEISTEGUI,CALLE,LA QUEMADA,312.0,,,,0.0,,COLONIA,NARVARTE ORIENTE,,,,3023.0,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez                                                                                                 ,0435,7,,CASAAZULCONTAC@GMAIL.COM,,Fijo,19.38816778,-99.15011382,2019-11
7718795,09003622111000171000000000U7,CENTRO DE ESPECIALIDADES MEDICAS,,622111,Hospitales generales del sector privado,0 a 5 personas,AVENIDA,AVENIDA DEL IMAN,CALLE,COSCOMATE,CALLE,CALLE DEL IMAN,CALLE,COSCOMATE,47.0,,,,0.0,,COLONIA,BOSQUE TETLAMAYA,,,,4850.0,9,Ciudad de México,3,Coyoacán,1,Coyoacán                                                                                                      ,1124,3,,,,Fijo,19.30089976,-99.1516097,2019-11
10217733,09007622112000312000000000U6,CENTRO DE SALUD FRANCISCO VILLA,SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,6 a 10 personas,CALLE,BACHIMBA,CALLE,AGUA PRIETA,CALLE,FELIPE ANGELES,CALLE,AGUA PRIETA,1.0,,,,0.0,,COLONIA,FRANCISCO VILLA,,,,9720.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,287A,11,,,,Fijo,19.33747563,-99.05879235,2024-11
9178255,09007711312000335000061107S5,CENTRO DE SALUD GABRIELA MISTRAL,GOBIERNO DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,SUR 27,CALLE,8,CALLE,6,CALLE,SUR 27,,SN,,,,,COLONIA,LEYES DE REFORMA PRIMERA SECCION,,,,9310.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1000,23,,,,Fijo,19.35958618,-99.06899652,2019-11
637986,09005622112000011001000000U8,CENTRO DE SALUD T-1 FELIPE BERRIOZABAL,SECRETARIA DE SALUD PUBLICA DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,0 a 5 personas,CALLE,APANGO,PRIVADA,CUARTA APANGO,CALLE,FELIPE BERRIOZABAL,CALLE,CORONA DEL ROSAL,,SN,,,,,COLONIA,FELIPE BERRIOZABAL,,,,7180.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,2625,27,,,,Fijo,19.55532981,-99.12998951,2010-07
10418392,09010622112000143000000000U9,CENTRO DE SALUD TII SANTA ROSA XOCHIAC,SECRETARIA DE SALUD ,622112,Hospitales generales del sector público,11 a 30 personas,AVENIDA,DESIERTO DE LOS LEONES,CALLE,CAMINO REAL A MIXCOAC,CALLE,AZOYAPAN,CALLE,CAMINO REAL A MIXCOAC,0.0,SN,,,,,PUEBLO,SANTA ROSA XOCHIAC,,,,1830.0,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1769,40,,,,Fijo,19.32903632,-99.28091128,2024-11
658021,09002622112000175001063176S8,CENTRO DE SEGURIDAD SOCIAL AZCAPOTZALCO,IMSS ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,REFORMA,CALLE,AZTECAS,CALLE,MIGUEL HIDALGO,AVENIDA,AQUILES SERDAN,0.0,SN,,,,,COLONIA,CENTRO DE AZCAPOTZALCO,,,,2000.0,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,0468,13,,,,Fijo,19.48016126,-99.18775721,2011-03
704461,09006622111000033000000000U2,CENTRO DIME,CENTRO DE DESARROLLO INFANTIL Y MEDICINA DE ESPECIALIDAD SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,MARCOS CARRILLO,AVENIDA,CORUÑA,CALZADA,SANTA ANITA,CALLE,JOSE ANTONIO TORRES,321.0,,,,0.0,,COLONIA,VIADUCTO PIEDAD,,,,8200.0,9,Ciudad de México,6,Iztacalco,1,Iztacalco                                                                                                     ,0221,2,5555192659.0,DIRECCION@CENTRODIME.COM.MX,WWW.CENTRODIME.COM.MX,Fijo,19.4001426,-99.13403374,2014-12
9636320,09017622112000112000000000U9,CENTRO MEDICO FELIPE ANGELES,CENTRO MEDICO FELIPE ANGELES ,622112,Hospitales generales del sector público,6 a 10 personas,CALLE,PLATINO,CALLE,CIENEGUILLAS,CALLE,BONANZA,CIRCUITO,INTERIOR (AVENIDA RIO CONSULADO),332.0,,,,1.0,,COLONIA,FELIPE ANGELES,,,,15310.0,9,Ciudad de México,17,Venustiano Carranza,1,Venustiano Carranza                                                                                           ,0047,6,,,,Fijo,19.45322303,-99.11282735,2024-11
714078,09007622311000323001000000U1,CENTRO MEDICO FUEGO NUEVO,CENTRO MEDICO FUEGO NUEVO SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,VICTORIA,CALLE,VICTORIA,CALLE,PORFIRIO DIAZ,CALLE,CERRADA ITURBIDE,4.0,,,,0.0,,BARRIO,SAN LUCAS,,,,9000.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,0977,7,5562795125.0,FUEGO_NUEVO@GMAIL.COM,,Fijo,19.3602273,-99.09387414,2014-12
7444535,09016622111000353000000000U3,CENTRO MEDICO QUIRURGICO ESCANDON,CLINICA MEDICO QUIRURGICA NARVARTE SC,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,AVENIDA PROGRESO,CALLE,AGRARISMO,CALLE,SINDICALISMO,CALLE,CERRADA AGRARISMO,231.0,,,,,,CIUDAD,ESCANDON II SECCION,,,,11800.0,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1226,15,5571592555.0,QUIRURGICO.ESCANDON@GMAIL.COM,QUIRURGICOESCANDON.COM,Fijo,19.40238487,-99.17233319,2019-11
938085,09013622111000083000000000U3,CENTRO MEDICO SANTA FE,,622111,Hospitales generales del sector privado,6 a 10 personas,CALLE,AVENIDA MEXICO,PRIVADA,NINGUNO,CALLEJON,NINGUNO,PRIVADA,INSURGENTES,89.0,,,,0.0,,PUEBLO,SANGREGORIO ATLAPULCO,,,,16600.0,9,Ciudad de México,13,Xochimilco,1,Xochimilco                                                                                                    ,0353,1,5558432628.0,CENTROMEDICOSANTAFEXOCH@GMAIL.COM,WWW.CENTROMEDICOSANTAFEXOCH.COM,Fijo,19.25349483,-99.05940704,2014-12
1020824,09015622111000203001000000U2,CENTRO MEDICO TEBER,SERVICIOS HOSPITALARIOS PALACE ATHENEA SA,622111,Hospitales generales del sector privado,31 a 50 personas,EJE VIAL,2 PONIENTE RIO TIBER,CALLE,RIO GRIJALVA,CALLE,RIO BALSAS,CALLE,RIO EBRO,21.0,,,,,,COLONIA,CUAUHTEMOC,,,,6500.0,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,0822,7,5552083975.0,CENTROHOSPITALARIOTIBER@HOTMAIL.COM,,Fijo,19.4325705,-99.17068937,2010-07
11312249,09016622212000023000000000U8,CENTRO NACIONAL DE SALUD MENTAL Y ATENCION PALIATIVA,CENTO NACIONAL DE SALUD MENTAL ,622212,Hospitales psiquiátricos y para el tratamiento por adicción del sector público,11 a 30 personas,CIRCUITO,INTERIOR CALZADA MELCHOR OCAMPO,CALLE,TIZOC,CALLE,IZCOATL,CALLE,QUETZALCOATL,0.0,SN,,,,,COLONIA,TLAXPANA,,,,11370.0,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,050A,9,,,,Fijo,19.43756755,-99.16914812,2024-11
11388528,09005622311000413000000000U4,CER CARDIO,GOTE MEDICA SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,EJE VIAL,5 NORTE MONTEVIDEO,AVENIDA,PUENTE DE CALDERON,CALLE,6 DE OCTUBRE,CALLE,AHUEHUETES,605.0,,,,,,COLONIA,SAN BARTOLO ATEPEHUACAN,,,,7730.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,092A,25,5536667538.0,ASISTENTRS@CERCARDIO.COM,WWW.CERCARDIO.COM,Fijo,19.49308986,-99.14428351,2024-11
956230,09014622311000343000000000U5,CICER CENTRO INTEGRAL DE CIRUGIA ESTETICA Y RECONSTRUCTIVA,CENTRO INTEGRAL DE CIRUGIA ESTETICA Y RECONSTRUCTIVA SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,CALLE,PATRICIO SANZ,EJE VIAL,4 SUR (XOLA),VIADUCTO,PRESIDENTE MIGUEL ALEMAN,EJE VIAL,4 SUR (XOLA),14.0,,,,,,COLONIA,DEL VALLE NORTE,,,,3103.0,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez                                                                                                 ,0045,7,,CARRANZA@CICER.COM.MX,WWW.CICER.COM.MX,Fijo,19.39899418,-99.16833261,2010-07
668305,09002624411000413010000000U7,CIDET CENTRO INFANTIL DE DESARROLLO Y ESTIMULACION TEMPRANA,,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,NORTE 79 A,CALLE,NILO,CALLE,HELIOPOLIS,CALLE,NORTE 81,236.0,,,,0.0,,MANZANA,CLAVERIA,,,,2080.0,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,0699,12,,CIDET_2016@YAHOO.COM.MX,,Fijo,19.46785414,-99.17791676,2014-12
989144,09003622112000067000000000U5,CLINICA 15 IMSS,DELEGACION SUR DF IMSS ,622112,Hospitales generales del sector público,101 a 250 personas,EJE VIAL,8 SUR CALZADA ERMITA IZTAPALAPA,OTRO(ESPECIFIQUE),NINGUNO,CALLE,CAPRICORNIO,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),411.0,,,,,,COLONIA,PRADOS CHURUBUSCO,,,,4230.0,9,Ciudad de México,3,Coyoacán,1,Coyoacán                                                                                                      ,0107,8,,,,Fijo,19.35780955,-99.12444845,2010-07
1029345,09015622112000074000000000U5,CLINICA 38 IMSS,UNIDAD DE MEDICINA FAMILIAR DEL IMSS 38 ,622112,Hospitales generales del sector público,51 a 100 personas,AVENIDA,ALVARO OBREGON,AVENIDA,OAXACA,CALLE,COZUMEL,EJE VIAL,3 PONIENTE (SALAMANCA),131.0,,,,,,COLONIA,ROMA NORTE,,,,6700.0,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,1093,12,,DANIEL.PAZ@IMSS.GOB.MX,WWW.IMSS.GOB.MX,Fijo,19.41636588,-99.17005909,2010-07
10992109,09012622211000052000000000U8,CLINICA AJUSCO,CLINICA AJUSCO AC,622211,Hospitales psiquiátricos y para el tratamiento por adicción del sector privado,6 a 10 personas,CERRADA,SAN JUDAS TADEO,PRIVADA,CAPULINES,CALLE,PROLONGACION NARCISO MENDOZA,CALLE,CAMINO VIEJO A SAN ANDRES,0.0,SN,,,,,PUEBLO,SAN MIGUEL AJUSCO,,,,14700.0,9,Ciudad de México,12,Tlalpan,26,San Miguel Ajusco                                                                                             ,1674,19,,,,Fijo,19.23256147,-99.20243333,2024-11
867763,09015622311000493001000000U5,CLINICA ANAHUAC,GABINETE DE RADIOLOGIA E IMAGEN ORIENTE SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,6 a 10 personas,CALLE,ANAHUAC,CALLE,BAJIO,VIADUCTO,PRESIDENTE MIGUEL ALEMAN,CALLE,TUXPAN,61.0,,,,0.0,,COLONIA,ROMA SUR,,,,6760.0,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,145A,22,,INFO@CLINICAANAHUAC.COM.MX,,Fijo,19.40276372,-99.16633977,2010-07
7732803,09015622111000454000052054M1,CLINICA BERLIN MEDICA BOUTIQUE,CLINICA QUIRURGICA BERLIN SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,BERLIN,CALLE,LIVERPOOL,CALLE,LONDRES,CALLE,BRUSELAS,14.0,,,,0.0,,COLONIA,JUAREZ,,,,6600.0,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,0841,11,,ADMISION@OUTLOOK.COM,,Fijo,19.42822642,-99.157396,2019-11
827141,09007622111000092001000000U6,CLINICA CASA DE ANGELES,CLINICA CASA DE ANGELES SC,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,LEONA VICARIO,CALLE,FELIPE ANGELES,AVENIDA,MORELOS,CALLE,JUSTO SIERRA,1176.0,,,,0.0,,EJIDO,SANTA MARIA AZTAHUACAN,,,,9500.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1706,5,5556420225.0,,,Fijo,19.34872259,-99.02916081,2010-07
6430108,09005622111000223001000000U1,CLINICA CHULAVISTA,,622111,Hospitales generales del sector privado,11 a 30 personas,CALLE,CHULA VISTA,CALLE,UNION,CALLE,TALARA,CALLE,LINDAVISTA,48.0,,,,0.0,,COLONIA,TEPEYAC INSURGENTES,,,,7020.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1129,10,5557483985.0,,,Fijo,19.48785876,-99.11975532,2010-07
10915261,09008622311000023000000000U5,CLINICA CORAZON Y MEDICINA,CORAZON Y MEDICINA SC,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,SAN RAMON,AVENIDA,SAN JERONIMO,CALLE,RIO CHICO,CALLE,SAN RAMON,234.0,,,,5.0,A,COLONIA,SAN JERONIMO LIDICE,,,,10200.0,9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras                                                                                        ,0086,7,5570976450.0,IRAZEMA@CYMED.MX,WWW.CYMED.MX,Fijo,19.32967013,-99.21736887,2024-11
767605,09005622111000172001000000U0,CLINICA DE ALTA ESPECIALIDAD MEDIDA FATIMA SA DE CV,JOSE DE JESUS CANALES MARTINEZ SA DE CV,622111,Hospitales generales del sector privado,6 a 10 personas,EJE VIAL,3 ORIENTE AVENIDA INGENIERO EDUARDO MOLINA,CALLE,308,CALLE,306,CALLE,303,1871.0,,,,,,COLONIA,NUEVA ATZACOALCO,,,,7420.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1186,18,5557576569.0,CLINICAMEDICAFATIMA@HOTMAIL.COM,WWW.CLINICAMEDICAFATIMA.COM.MX,Fijo,19.49462094,-99.09077921,2010-07
789418,09005622112000254000000000U4,CLINICA DE ATENCION INTEGRAL A LA MUJER,CLINICA DE ATENCION INTEGRAL A LA MUJER ,622112,Hospitales generales del sector público,51 a 100 personas,EJE VIAL,1 ORIENTE AVENIDA FERROCARRIL HIDALGO,CALLE,GOLONDRINAS,EJE VIAL,2 ORIENTE (HONORABLE CONGRESO DE LA UNION),EJE VIAL,2 ORIENTE (HONORABLE CONGRESO DE LA UNION),0.0,SN,,,,,COLONIA,FERROCARRIL HIDALGO,,,,7460.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1453,12,5555771592.0,,,Fijo,19.48043089,-99.10734076,2010-07
643074,09002622111000042000000000U2,CLINICA DE ATENCION INTENGRAL,,622111,Hospitales generales del sector privado,6 a 10 personas,CALLE,MIXES,CALLE,XOCHIMILCAS,CALLE,PIMAS,CALLE,TOTONACAS,9.0,,,,,,COLONIA,TEZOZOMOC,,,,2459.0,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,0275,10,,,WWW.PRENACER.COM,Fijo,19.48997872,-99.19700294,2010-07
9097682,09004622311000143000000000U0,CLINICA DE ATENCION PEDIATRICAY ESPECIALIDADES,CLINICA DE ATENCION PEDRIATICA Y ESPECIALIDADES SC,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,CALLE,SEGUNDA VASCO DE QUIROGA,CALLE,AVENIDA CARLOS GRAFF FERNANDEZ,AVENIDA,JUAN SALVADOR GRAS,CALLE,SEGUNDA VASCO DE QUIROGA,154.0,,,,336.0,,COLONIA,SANTA FE,,,,5300.0,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,0369,4,,NEOPED.SANTAFE@GMAIL.COM,,Fijo,19.3576668,-99.28295081,2019-11
740731,09005622311000152000000000U8,CLINICA DE DIAGNOSTICO LINDAVISTA,CLINICA DE DIAGNOSTICO LINDAVISTA SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,6 a 10 personas,CALLE,RIOBAMBA,EJE VIAL,5 NORTE (MONTEVIDEO),CALLE,BUENAVISTA,CALLE,LATACUNGA,752.0,,,,,,COLONIA,LINDAVISTA,,,,7300.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,0953,18,,CONTACTO@CDLMEDICINAPREVENTIVA.COM.MX,WWW.CDLMEDICINAPREVENTIVA.COM.MX,Fijo,19.49063866,-99.12732026,2010-07
803028,09007622112000051000000000U0,CLINICA DE DISPLACIAS SANTA MARTHA,CLINICA DE DISPLACIAS SANTA MARTHA ,622112,Hospitales generales del sector público,11 a 30 personas,EJE VIAL,8 SUR CALZADA ERMITA IZTAPALAPA,CALLE,EMILIANO ZAPATA,AVENIDA,SANTIAGO,CALLE,AGUSTIN MELGAR,0.0,SN,,,,,COLONIA,LOMAS DE ZARAGOZA,,,,9620.0,9,Ciudad de México,7,Iztapalapa,1,Iztapalapa                                                                                                    ,1335,1,,,,Fijo,19.35831511,-99.00016415,2010-07
7958806,09005622112000303000000000U9,CLINICA DE ESPECIALIDADES DE LA POLICIA BANCARIA INDUSTRIAL,SECRETARIA DE SEGURIDAD PUBLICA DE LA CIUDAD DE MEXICO ,622112,Hospitales generales del sector público,0 a 5 personas,CALLE,NORTE 13 A,CALLE,PONIENTE 126,AVENIDA,SUR DE LOS 100 METROS,CALLE,NORTE 13,5221.0,,,,0.0,,COLONIA,NUEVA VALLEJO,,,,2630.0,9,Ciudad de México,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1237,27,,,,Fijo,19.48515183,-99.14543542,2019-11
