id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
2175086,15044622112000023000000000U4,CEAPS JALTENCO ALBORADA,GOBIERNO DEL ESTADO DE MEXICO ISSSEM ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,SOR JUANA INES DE LA CRUZ,CALLE,MARIANO AZUELA,PRIVADA,NINGUNO,CALLE,NO APLICA,0.0,SN,,,,,COLONIA,PROVIVIENDA JALTENCO,,,,55780.0,15,México,44,Jaltenco,20,Alborada Jaltenco                                                                                             ,0158,4,5558978088.0,ALBORADACEAP@GMAIL.COM,,Fijo,19.6587989,-99.06662105,2010-07
2268684,15081622112000054000000000U1,CEAPS LOMAS TECAMAC CENTRO ESPEZIALIZADO DE ATENCION PRIMARIA A LA SALUD,INSTITUTO DE SALUD DEL ESTADO DE MEXICO ,622112,Hospitales generales del sector público,51 a 100 personas,CALLE,VICENTE SUAREZ,CALLE,LUIS DONALDO COLOSIO RIOJAS,CALLE,AZUCENAS,CALLE,VICENTE SUAREZ,0.0,SN,,,,,COLONIA,LOMAS DE TECAMAC,,,,55765.0,15,México,81,Tecámac,98,Fraccionamiento Social Progresivo Santo Tomás Chiconautla                                                     ,0895,14,,,,Fijo,19.65701063,-98.99314606,2014-12
2061942,15011622112000034000000000U0,CEAPS SAN SALVADOR ATENCO,CEAPS ATENCO ,622112,Hospitales generales del sector público,51 a 100 personas,AVENIDA,PARQUE NACIONAL,CALLE,NACIONAL,CALLE,DEPORTIVA,CALLE,PARQUE EL CONTADOR,,SN,,,0.0,,PUEBLO,SAN SALVADOR ATENCO,,,,56300.0,15,México,11,Atenco,1,San Salvador Atenco                                                                                           ,0068,41,5959534679.0,,,Fijo,19.54657829,-98.91417364,2010-07
2496296,15101622112000065000000000U3,CEAPS SANTIAGO TIANGUISTENCO,SECRETARIA DE SALUD GOBIERNO DEL ESTADO DE MEXICO ,622112,Hospitales generales del sector público,6 a 10 personas,CALLE,AVENIDA DEL MAESTRO,CALLE,VICTORIANO GONZALEZ,CALLE,ADOLFO LOPEZ MATEOS,CALLE,DON CATARINO GONZALEZ BENITEZ,0.0,SN,,,0.0,,LOCALIDAD,SANTIAGO TIANGUISTENCO DE GALEANA,,,,52600.0,15,México,101,Tianguistenco,1,Santiago Tianguistenco de Galeana                                                                             ,0156,30,,CEAPSANTIAGOTTCO@LIVE.COM.MX,,Fijo,19.17562577,-99.46587653,2010-07
2378946,15103622112000015001000000U4,CEAPS TLALMANALCO ISEM,GOBIERNO ESTATAL ,622112,Hospitales generales del sector público,51 a 100 personas,AVENIDA,EL MIRADOR,CALLE,CRUZ DE MAYO,CALLE,EMPEDRADILLO,CALLE,CEDRO,40.0,,,,0.0,SN,COLONIA,CENTRO,,,,56700.0,15,México,103,Tlalmanalco,1,Tlalmanalco de Velázquez                                                                                      ,0061,2,5979999999.0,,,Fijo,19.20671204,-98.79789519,2014-12
7797207,15005622111000022000000000U9,CEMED SAN JOSE,,622111,Hospitales generales del sector privado,6 a 10 personas,PRIVADA,NINGUNO,PRIVADA,NINGUNO,PRIVADA,NINGUNO,PRIVADA,NINGUNO,0.0,SN,,,,,LOCALIDAD,LA CABECERA,,,,50904.0,15,México,5,Almoloya de Juárez,4,La Cabecera                                                                                                   ,0215,7,7251365756.0,,,Fijo,19.35736086,-99.75214451,2019-11
2303267,15033622112000224001000000U1,CENTRAL DE AMBULANCIAS BASE GOBERNADORA,PROTECCION CIVIL ,622112,Hospitales generales del sector público,11 a 30 personas,OTRO(ESPECIFIQUE),MANZANA O EDIFICACION CONTIGUA,AVENIDA,MEXICO,CALLE,AVENIDA FUENTES,CIRCUITO,FUENTES,0.0,SN,,,0.0,,CONJUNTO HABITACIONAL,UNIDAD HABITACIONAL LAS FUENTES ECATEPEC,,,,55404.0,15,México,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,4871,46,5551164415.0,,,Fijo,19.56543156,-99.04027258,2014-12
8761427,15054622111000084000000000U7,CENTRAL MEDICO QUIRURGICA LAS PALMAS,CENTRAL MEDICO QUIRURGICA LAS PALMAS SA DE CV,622111,Hospitales generales del sector privado,51 a 100 personas,AVENIDA,LAS PALMAS,CALLE,TOLUCA TENANGO,CALLE,NINGUNO,CERRADA,DE UNIROYAL,540.0,,,,19.0,,LOCALIDAD,SAN JORGE PUEBLO NUEVO,,,,52166.0,15,México,54,Metepec,38,San Jorge Pueblo Nuevo                                                                                        ,1097,6,,CMQLASPALMAS@HOTMAIL.COM,,Fijo,19.24855125,-99.61635684,2019-11
2394371,15106622111000133001000000U0,CENTRAL QUIRURGICA DE TOLUCA,ALBERTO CARLOS VILCHIS CANALES SC,622111,Hospitales generales del sector privado,11 a 30 personas,AVENIDA,SEBASTIAN LERDO DE TEJADA,CALLE,COYOTZIN,CALLE,GENERAL AGUSTIN MILLAN,CALLE,COYOTZIN,684.0,,,,,,COLONIA,ELECTRICISTAS,,,,50040.0,15,México,106,Toluca,1,Toluca de Lerdo                                                                                               ,042A,9,7222151818.0,CENTRALQUIRURGICADETOLUCA@HOTMAIL.COM,,Fijo,19.29031148,-99.67107202,2010-07
7475828,15040621113000231000000000U0,CENTRAL QUIRURGICA IXTAPAN,,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,CALLE,INDEPENDENCIA,CALLE,FLORES MAGON,CALLE,VICENTE GUERRERO,CALLE,20 DE NOVIEMBRE,7.0,,,,,,COLONIA,CENTRO,,,,51900.0,15,México,40,Ixtapan de la Sal,1,Ixtapan de la Sal                                                                                             ,0110,9,7224748344.0,,,Fijo,18.84443294,-99.67533638,2019-11
2499175,15106622111000234000000000U6,CENTRAL QUIRURGICA SAN RICARDO,CENTRAL QUIRURGICA SAN RICARDO SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,BOULEVARD,ISIDRO FABELA,CALLE,NEZAHUALCOYOTL,CALLE,VALENTIN GOMEZ FARIAS,CALLE,FERNANDO MORENO,609.0,,,,0.0,,BARRIO,SAN SEBASTIAN Y VERTICE,,,,50150.0,15,México,106,Toluca,1,Toluca de Lerdo                                                                                               ,0468,36,,HOSPITALSANRICARDO6@GMAIL.COM,,Fijo,19.28491318,-99.64152779,2010-07
2408038,15088622111000033001000000U2,CENTRAL QUIRURGICA TENANCINGO,CENTRAL QUIRURGICA TENANCINGO SA DE CV,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,MATAMOROS NORTE,CALLE,NEZAHUALCOYOTL ORIENTE,CALLE,MOCTEZUMA ORIENTE,CALLE,PASEO DE LOS INSURGENTES,306.0,,CENTRAL QUIRURGICA TENANCINGO,PISO 1,0.0,,COLONIA,COLONIA CENTRO,"HOSPITAL, CENTRO MEDICO O CLINICA",CENTRAL QUIRURGICA TENANCINGO,306,52400.0,15,México,88,Tenancingo,1,Tenancingo de Degollado                                                                                       ,0063,20,,CQT.ADMON@GMAIL.COM,,Fijo,18.96512365,-99.58805832,2010-07
9907008,15033622311000371000000000U8,CENTRO COLPOSCOPICO,,622311,Hospitales del sector privado de otras especialidades médicas,0 a 5 personas,AVENIDA,MEXICO,CALLE,CERRADA SAN JOSE,CALLE,CAMINO A LA VIGA,ANDADOR,D,,SN,,,,,COLONIA,RENOVACION JAJALPA,,,,55040.0,15,México,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,0173,29,,,,Fijo,19.59157938,-99.03807514,2024-11
8747709,15106622112000483000000000U7,CENTRO DE ATENCION INTEGRAL PARA LA FAMILIA,GOBIERNO MUNICIPAL DE TOLUCA DE LERDO ,622112,Hospitales generales del sector público,11 a 30 personas,AVENIDA,LOS EBANOS,CALLE,ABETOS,PRIVADA,CASTAÑOS,AVENIDA,ENCINOS,0.0,SN,,,,,CONJUNTO HABITACIONAL,SAUCES I,,,,50210.0,15,México,106,Toluca,235,Sauces                                                                                                        ,4507,7,,,,Fijo,19.35626488,-99.59783373,2019-11
9092017,15042622111000041000000000U2,CENTRO DE ATENCION MEDICA ESPECIALIZADA,,622111,Hospitales generales del sector privado,0 a 5 personas,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NINGUNO,CALLE,NINGUNO,0.0,SN,,,,,LOCALIDAD,SAN PEDRO LA CABECERA,,,,50783.0,15,México,42,Ixtlahuaca,29,San Pedro la Cabecera                                                                                         ,0399,8,,,,Fijo,19.56864847,-99.75432875,2019-11
2033045,15031622112000011000000000U6,CENTRO DE ATENCION PARA LAS ENFERMEDADES DE LA MUJER Y SU PAREJA,DIF MUNICIPAL DE CHIMALHUACAN ,622112,Hospitales generales del sector público,6 a 10 personas,AVENIDA,GREGORIO MELERO,AVENIDA,DE LAS TORRES,AVENIDA,AGRARISMO,CALLE,LAS PERAS,0.0,SN,,,,,BARRIO,SARAPEROS,,,,56353.0,15,México,31,Chimalhuacán,1,Chimalhuacán                                                                                                  ,0554,31,,POLICLINICA.DIF.CHIMALHUACAN@GMAIL.COM,,Fijo,19.41723451,-98.983821,2010-07
11129241,15033622112000337000000000U1,CENTRO DE COPIADO SIN NOMBRE,IMSS CLINICA 76 ,622112,Hospitales generales del sector público,251 y más personas,CARRETERA,MEXICO PACHUCA,RETORNO,NINGUNO,CALLE,IGNACIO LOPEZ RAYON,CALLE,BENITO JUAREZ,0.0,SN,,,,SN,COLONIA,SAN PEDRO XALOSTOC,,,,55310.0,15,México,33,Ecatepec de Morelos,1,Ecatepec de Morelos                                                                                           ,103A,36,,,,Fijo,19.52661062,-99.08265224,2024-11
8203644,15031622112000153000000000U6,CENTRO DE DESARROLLO COMUNITARIO MORELOS,,622112,Hospitales generales del sector público,11 a 30 personas,AVENIDA,JOSE MARIA MORELOS,CALLE,PROLONGACION 5 DE MAYO,PRIVADA,NINGUNO,AVENIDA,JOSE MARIA MORELOS,0.0,SN,,,0.0,,BARRIO,SAN PABLO,,,,56334.0,15,México,31,Chimalhuacán,1,Chimalhuacán                                                                                                  ,0179,75,,,,Fijo,19.42216018,-98.95709369,2019-11
2345645,15031622112000072001000000U8,CENTRO DE DESARROLLO COMUNITARIO SAN LORENZO PARTE ALTA,GOBIERNO MUNICIPAL ,622112,Hospitales generales del sector público,11 a 30 personas,PRIVADA,NINGUNO,CERRADA,YETICA PIRULES,PRIVADA,NINGUNO,CERRADA,CHIMALPOPOCA,16.0,,,,,SN,COLONIA,SAN LORENZO PARTE ALTA,,,,56340.0,15,México,31,Chimalhuacán,1,Chimalhuacán                                                                                                  ,0893,26,,,,Fijo,19.40230353,-98.96500833,2014-12
10555977,15020622111000113000000000U5,CENTRO DE ESPECIALIDADES MEDICAS COACALCO,CENTRO DE ESPECIALIDADES MEDICAS COACALCO SA DE CV,622111,Hospitales generales del sector privado,11 a 30 personas,BOULEVARD,COACALCO,CALLE,AYACAHUITES,AVENIDA,DALIAS,CALLE,MORERAS,137.0,,CENTRO DE ESPECIALIDADES MEDICAS COACALCO,PISO 1,,,COLONIA,VILLA DE LAS FLORES,"HOSPITAL, CENTRO MEDICO O CLINICA",CENTRO DE ESPECIALIDADES MEDICAS COACALCO,SN,55710.0,15,México,20,Coacalco de Berriozábal,1,San Francisco Coacalco                                                                                        ,0156,1,,ADM.-CEMC@HOTMAIL.COM,,Fijo,19.64181059,-99.09821384,2024-11
2534575,15087622311000013001000000U2,CENTRO DE ESPECIALIDADES MEDICAS TEMOAYA ,JORGE AUGUSTO TELLEZ DIAZ TRUJILLO SA DE CV,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,SAN JUAN,PROLONGACION,REFORMA,AVENIDA,GENERAL LAZARO CARDENAS,CALLE,MELCHOR OCAMPO,0.0,SN,,,,,LOCALIDAD,TEMOAYA,,,,50850.0,15,México,87,Temoaya,1,Temoaya                                                                                                       ,0070,8,,,,Fijo,19.46550277,-99.59483367,2010-07
2076508,15099622311000093000000000U9,CENTRO DE ESPECIALIDADES MEDICO QUIRURJICAS,,622311,Hospitales del sector privado de otras especialidades médicas,11 a 30 personas,CALLE,MAGNOLIA,CALLE,MANUEL GONZALEZ,DIAGONAL,DE MORELOS,CALLE,ROSAS,2.0,,,,0.0,,COLONIA,VALLE DE SANTA CRUZ,,,,56120.0,15,México,99,Texcoco,1,Texcoco de Mora                                                                                               ,0781,11,,,,Fijo,19.51645635,-98.8728977,2010-07
7691301,15057622112000135000000000U8,CENTRO DE ESPECIALIZACIONES DE ATENCION PRIMARIAS A LA SALUD NICOLAS BRAVO,INSTITUTO DE SALUD DEL ESTADO DE MEXICO ,622112,Hospitales generales del sector público,51 a 100 personas,AVENIDA,GIRASOL,CALLE,ALDAMA,CERRADA,GIRASOL,CERRADA,NINGUNO,0.0,SN,,,,,COLONIA,HUERTAS MERCADO PRIMERA SECCION,,,,53427.0,15,México,57,Naucalpan de Juárez,1,Naucalpan de Juárez                                                                                           ,1652,1,,,,Fijo,19.46998275,-99.27092673,2019-11
11101563,15104622112000253000000000U9,CENTRO DE SALUD CARACOLES,DEPARTAMENTO DE GOBIERNO ,622112,Hospitales generales del sector público,11 a 30 personas,CALLE,CERRO DE LAS CRUCES,CALLE,SEGUNDA CERRADA CERRO DE LAS CRUCES,CALLE,CERRO DEL JARAL,CALLE,CERRO IZTACCIHUATL,90.0,,,,,,COLONIA,DOCTOR JORGE JIMENEZ CANTU,,,,54190.0,15,México,104,Tlalnepantla de Baz,1,Tlalnepantla                                                                                                  ,1283,11,,CCSTLALNE@HOTMAIL.COM,,Fijo,19.53241228,-99.09209635,2024-11
11190434,15029622112000042000000000U5,CENTRO DE SALUD EJERCITO DEL TRABAJO,SECRETARIA DE SALUD ,622112,Hospitales generales del sector público,0 a 5 personas,CALLE,AVENIDA SALTO DEL AGUA,CALLE,AVENIDA DEL FERROCARRIL,CERRADA,PRIMERA CERRADA SALTO DEL AGUA,CALLE,AVENIDA CARLOS HANK GONZALEZ,0.0,SN,,,,,COLONIA,EJERCITO DEL TRABAJO,,,,56390.0,15,México,29,Chicoloapan,1,Chicoloapan de Juárez                                                                                         ,0081,6,,,,Fijo,19.40241496,-98.92923446,2024-11
10126893,15060622112000072000000000U7,CENTRO DE SALUD HURBANO QUITO BARRIO,ISEM ,622112,Hospitales generales del sector público,6 a 10 personas,AVENIDA,FRANCISCO VILLA,AVENIDA,FRANCISCO VILLA,CALLE,NINGUNO,CALLE,NINGUNO,0.0,SN,,,,,EJIDO,QUINTO BARRIO,,,,54430.0,15,México,60,Nicolás Romero,3,Quinto Barrio (Ejido Cahuacán)                                                                                ,0414,15,,,,Fijo,19.62367154,-99.41649078,2024-11
1982681,15039622111000043001000000U4,CENTRO DE SALUD SAN FRANCISCO ACUATLA,,622111,Hospitales generales del sector privado,31 a 50 personas,CALLE,A LA VIRGEN,CALLE,MIGUEL HIDALGO Y COSTILLA,CERRADA,NIÑOS HEROES,CALLE,A LA VIRGEN,0.0,SN,,,,,COLONIA,TEJALPA,,,,56588.0,15,México,39,Ixtapaluca,12,San Francisco Acuautla                                                                                        ,0798,21,,,,Fijo,19.34752096,-98.8544563,2010-07
